av_depth,1.0000000000000002,0.04757116198427081,1.0475711619842711
max_depth,0.08858643626551777,0.20038453527907893,0.2889709715445967
min_depth,0.871768571810916,0.2261064163688948,1.0978749881798109
num_acl,0.17584373271301046,0.3801923303921144,0.5560360631051249
num_advcl,0.3681668543251264,1.0,1.3681668543251264
num_sent,0.002164635886128252,0.01966013977858628,0.02182477566471453
num_tok,0.0,0.28469486589724285,0.28469486589724285
av_tok_before_root,0.6693185100393328,0.4405833139240917,1.1099018239634246
av_len_sent,0.244788086620364,0.35923930309695495,0.604027389717319
num_cl,8.498868983686236e-05,0.2736457053872416,0.27373069407707845
num_tu,0.005092543230507562,0.07869478500836,0.08378732823886756
num_compl_tu,0.03054413106791909,0.45221903655010487,0.48276316761802396
num_coord,0.07755196132750486,0.13080751495360005,0.2083594762811049
num_adj_noun,0.05107129504375729,0.3494478322876336,0.4005191273313909
num_part_noun,0.731144083712308,0.7393235229739469,1.4704676066862548
num_noun_inf,0.02670681501839489,0.19835018703375892,0.22505700205215382
pos_sim_nei,0.15198232027955627,0.011782753699828681,0.16376507397938495
lemma_sim_nei,0.1300559902561862,0.0,0.1300559902561862
pos_sim_all,0.1654561760432427,0.0835560466252622,0.2490122226685049
lemma_sim_all,0.1298719567408786,0.11244484952228134,0.24231680626315993